run#,DCOP,Perfect Communication,Timestamp Use,Message Lost Prob,k,Algorithm,k algo,Iteration,Global View Cost,Monotonicy,Agent View Cost,Global Anytime Cost,Value Assignmnet Counter,Msgs Counter Arrive,Msgs Counter Deliver,Global View Cost Agent Zero,Agent View Cost Agent Zero,Abs Delta Global and POV,Percent Agents With Colors,Number of Colors,Average Idle Time,Max Idle Time
42,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9963,6750.0,1.0,6750.0,0.0,0.0,5107.0,153210.0,268.0,268.0,0.0,1.0,8.0,8887.64,9532.0
43,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9923,5956.0,1.0,5956.0,0.0,0.0,6351.0,190530.0,214.0,214.0,0.0,1.0,6.0,8629.72,9304.0
44,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9915,6067.0,1.0,6067.0,0.0,0.0,5866.0,175980.0,384.0,384.0,0.0,1.0,7.0,8710.7,9254.0
45,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9919,6343.0,1.0,6343.0,0.0,0.0,4413.0,132390.0,203.0,203.0,0.0,1.0,8.0,8985.28,9455.0
46,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9973,6915.0,1.0,6915.0,0.0,0.0,6002.0,180060.0,298.0,298.0,0.0,1.0,6.0,8770.08,9473.0
47,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9932,6315.0,1.0,6315.0,0.0,0.0,5117.0,153510.0,282.0,282.0,0.0,1.0,7.0,8866.84,9331.0
48,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9902,7469.0,1.0,7469.0,0.0,0.0,6096.0,182880.0,451.0,451.0,0.0,1.0,7.0,8690.26,9294.0
49,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9931,7756.0,1.0,7756.0,0.0,0.0,5126.0,153780.0,203.0,203.0,0.0,1.0,8.0,8929.72,9280.0
50,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9984,8269.0,1.0,8269.0,0.0,0.0,5588.0,167640.0,435.0,435.0,0.0,1.0,8.0,8845.58,9277.0
51,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9915,7358.0,1.0,7358.0,0.0,0.0,6707.0,201210.0,105.0,105.0,0.0,1.0,6.0,8584.02,9264.0
52,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9897,5970.0,1.0,5970.0,0.0,0.0,6637.0,199110.0,286.0,286.0,0.0,1.0,7.0,8567.22,9293.0
53,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9884,7507.0,1.0,7507.0,0.0,0.0,5208.0,156240.0,177.0,177.0,0.0,1.0,8.0,8807.78,9263.0
54,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9973,7656.0,1.0,7656.0,0.0,0.0,6492.0,194760.0,163.0,163.0,0.0,1.0,7.0,8675.76,9219.0
55,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9945,7479.0,1.0,7479.0,0.0,0.0,5592.0,167760.0,658.0,658.0,0.0,1.0,7.0,8821.04,9524.0
56,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9841,7359.0,1.0,7359.0,0.0,0.0,4824.0,144720.0,388.0,388.0,0.0,1.0,8.0,8853.4,9210.0
57,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9971,6339.0,1.0,6339.0,0.0,0.0,5791.0,173730.0,296.0,296.0,0.0,1.0,7.0,8808.04,9340.0
58,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9995,6924.0,1.0,6924.0,0.0,0.0,5481.0,164430.0,137.0,137.0,0.0,1.0,7.0,8900.58,9444.0
59,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9996,7440.0,1.0,7440.0,0.0,0.0,5923.0,177690.0,241.0,241.0,0.0,1.0,7.0,8797.06,9535.0
60,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9951,7146.0,1.0,7146.0,0.0,0.0,5394.0,161820.0,192.0,192.0,0.0,1.0,7.0,8854.46,9400.0
61,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9933,6992.0,1.0,6992.0,0.0,0.0,5846.0,175380.0,219.0,219.0,0.0,1.0,7.0,8747.96,9362.0
62,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9991,7526.0,1.0,7526.0,0.0,0.0,6243.0,187290.0,284.0,284.0,0.0,1.0,7.0,8751.86,9297.0
63,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9885,8212.0,1.0,8212.0,0.0,0.0,5100.0,153000.0,302.0,302.0,0.0,1.0,7.0,8821.1,9464.0
64,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9905,7459.0,1.0,7459.0,0.0,0.0,5778.0,173340.0,227.0,227.0,0.0,1.0,7.0,8738.9,9353.0
65,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9828,7492.0,1.0,7492.0,0.0,0.0,5727.0,171810.0,346.0,346.0,0.0,1.0,6.0,8689.36,9375.0
66,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9934,7509.0,1.0,7509.0,0.0,0.0,5328.0,159840.0,275.0,275.0,0.0,1.0,7.0,8870.96,9533.0
67,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9993,7745.0,1.0,7745.0,0.0,0.0,5434.0,163020.0,290.0,290.0,0.0,1.0,7.0,8875.38,9862.0
68,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9981,7055.0,1.0,7055.0,0.0,0.0,5797.0,173910.0,320.0,320.0,0.0,1.0,7.0,8815.76,9295.0
69,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9978,6229.0,1.0,6229.0,0.0,0.0,5259.0,157770.0,185.0,185.0,0.0,1.0,7.0,8860.3,9547.0
70,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9986,7080.0,1.0,7080.0,0.0,0.0,5038.0,151140.0,234.0,234.0,0.0,1.0,7.0,8925.84,9585.0
71,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9834,7027.0,1.0,7027.0,0.0,0.0,5179.0,155370.0,463.0,463.0,0.0,1.0,7.0,8803.48,9487.0
72,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9995,6959.0,1.0,6959.0,0.0,0.0,5451.0,163530.0,354.0,354.0,0.0,1.0,7.0,8879.06,9564.0
73,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9934,6166.0,1.0,6166.0,0.0,0.0,4998.0,149940.0,196.0,196.0,0.0,1.0,8.0,8884.86,9384.0
74,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9925,6332.0,1.0,6332.0,0.0,0.0,5575.0,167250.0,299.0,299.0,0.0,1.0,7.0,8791.86,9564.0
75,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9912,6756.0,1.0,6756.0,0.0,0.0,5362.0,160860.0,261.0,261.0,0.0,1.0,7.0,8811.16,9501.0
76,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9946,6079.0,1.0,6079.0,0.0,0.0,6233.0,186990.0,117.0,117.0,0.0,1.0,6.0,8668.52,9425.0
77,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9961,7930.0,1.0,7930.0,0.0,0.0,5592.0,167760.0,437.0,437.0,0.0,1.0,8.0,8823.28,9360.0
78,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9954,6935.0,1.0,6935.0,0.0,0.0,4680.0,140400.0,365.0,365.0,0.0,1.0,8.0,9024.34,9523.0
79,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9970,7971.0,1.0,7971.0,0.0,0.0,5554.0,166620.0,412.0,412.0,0.0,1.0,7.0,8855.26,9449.0
80,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9977,6908.0,1.0,6908.0,0.0,0.0,5464.0,163920.0,423.0,423.0,0.0,1.0,7.0,8866.3,9356.0
81,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9989,8544.0,1.0,8544.0,0.0,0.0,5685.0,170550.0,113.0,113.0,0.0,1.0,7.0,8837.8,9438.0
82,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9965,7127.0,1.0,7127.0,0.0,0.0,7095.0,212850.0,153.0,153.0,0.0,1.0,6.0,8550.74,9124.0
83,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9976,8482.0,1.0,8482.0,0.0,0.0,5365.0,160950.0,408.0,408.0,0.0,1.0,8.0,8851.26,9475.0
84,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9953,6228.0,1.0,6228.0,0.0,0.0,5914.0,177420.0,291.0,291.0,0.0,1.0,6.0,8740.84,9452.0
85,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9958,6663.0,1.0,6663.0,0.0,0.0,5858.0,175740.0,271.0,271.0,0.0,1.0,7.0,8786.66,9287.0
86,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9997,6571.0,1.0,6571.0,0.0,0.0,5594.0,167820.0,225.0,225.0,0.0,1.0,7.0,8856.72,9536.0
87,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9963,6056.0,1.0,6056.0,0.0,0.0,5591.0,167730.0,339.0,339.0,0.0,1.0,6.0,8815.5,9452.0
88,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9978,7020.0,1.0,7020.0,0.0,0.0,5640.0,169200.0,278.0,278.0,0.0,1.0,8.0,8862.36,9627.0
89,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9997,6541.0,1.0,6541.0,0.0,0.0,5801.0,174030.0,277.0,277.0,0.0,1.0,7.0,8858.7,9396.0
90,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9890,6213.0,1.0,6213.0,0.0,0.0,5595.0,167850.0,208.0,208.0,0.0,1.0,7.0,8780.4,9284.0
91,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9941,7682.0,1.0,7682.0,0.0,0.0,5932.0,177960.0,303.0,303.0,0.0,1.0,7.0,8761.16,9380.0
92,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9971,6715.0,1.0,6715.0,0.0,0.0,6271.0,188130.0,129.0,129.0,0.0,1.0,6.0,8723.42,9310.0
93,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9933,7534.0,1.0,7534.0,0.0,0.0,5678.0,170340.0,135.0,135.0,0.0,1.0,7.0,8807.64,9412.0
94,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9972,7896.0,1.0,7896.0,0.0,0.0,4744.0,142320.0,257.0,257.0,0.0,1.0,8.0,8970.56,9521.0
95,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9868,6332.0,1.0,6332.0,0.0,0.0,5067.0,152010.0,347.0,347.0,0.0,1.0,7.0,8842.36,9457.0
96,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9899,7773.0,1.0,7773.0,0.0,0.0,4979.0,149370.0,360.0,360.0,0.0,1.0,8.0,8866.44,9418.0
97,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9981,6686.0,1.0,6686.0,0.0,0.0,6192.0,185760.0,261.0,261.0,0.0,1.0,6.0,8732.2,9400.0
98,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9881,8037.0,1.0,8037.0,0.0,0.0,5426.0,162780.0,428.0,428.0,0.0,1.0,7.0,8810.78,9300.0
99,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,30,CAMDLS Naive,0,9991,6249.0,1.0,6249.0,0.0,0.0,6247.0,187410.0,174.0,174.0,0.0,1.0,6.0,8719.3,9330.0
0,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9924,6934.0,1.0,6934.0,0.0,0.0,5872.0,587200.0,376.0,376.0,0.0,1.0,7.0,8703.3,9313.0
1,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9883,6991.0,1.0,6991.0,0.0,0.0,5416.0,541600.0,216.0,216.0,0.0,1.0,7.0,8790.34,9422.0
2,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9892,7416.0,1.0,7416.0,0.0,0.0,5057.0,505700.0,276.0,276.0,0.0,1.0,7.0,8874.88,9296.0
3,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9915,6724.0,1.0,6724.0,0.0,0.0,5791.0,579100.0,358.0,358.0,0.0,1.0,7.0,8742.26,9404.0
4,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9952,6191.0,1.0,6191.0,0.0,0.0,5498.0,549800.0,315.0,315.0,0.0,1.0,7.0,8840.78,9381.0
5,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9881,7131.0,1.0,7131.0,0.0,0.0,5854.0,585400.0,177.0,177.0,0.0,1.0,7.0,8692.48,9248.0
6,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9913,6326.0,1.0,6326.0,0.0,0.0,5848.0,584800.0,97.0,97.0,0.0,1.0,7.0,8718.54,9342.0
7,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9948,7291.0,1.0,7291.0,0.0,0.0,5278.0,527800.0,287.0,287.0,0.0,1.0,8.0,8894.36,9347.0
8,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9935,7826.0,1.0,7826.0,0.0,0.0,4840.0,484000.0,241.0,241.0,0.0,1.0,8.0,8951.42,9503.0
9,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9996,7142.0,1.0,7142.0,0.0,0.0,5866.0,586600.0,245.0,245.0,0.0,1.0,7.0,8799.24,9253.0
10,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9939,7285.0,1.0,7285.0,0.0,0.0,6190.0,619000.0,302.0,302.0,0.0,1.0,7.0,8694.62,9258.0
11,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9978,6738.0,1.0,6738.0,0.0,0.0,6507.0,650700.0,207.0,207.0,0.0,1.0,6.0,8689.22,9567.0
12,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9969,6764.0,1.0,6764.0,0.0,0.0,6745.0,674500.0,292.0,292.0,0.0,1.0,7.0,8623.94,9538.0
13,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9996,7093.0,1.0,7093.0,0.0,0.0,5340.0,534000.0,443.0,443.0,0.0,1.0,7.0,8916.18,9485.0
14,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9910,7369.0,1.0,7369.0,0.0,0.0,5481.0,548100.0,162.0,162.0,0.0,1.0,7.0,8773.54,9349.0
15,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9932,6805.0,1.0,6805.0,0.0,0.0,6252.0,625200.0,234.0,234.0,0.0,1.0,7.0,8661.86,9291.0
16,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9952,5781.0,1.0,5781.0,0.0,0.0,5663.0,566300.0,90.0,90.0,0.0,1.0,7.0,8807.32,9371.0
17,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9974,7258.0,1.0,7258.0,0.0,0.0,6584.0,658400.0,201.0,201.0,0.0,1.0,7.0,8668.0,9253.0
18,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9969,7630.0,1.0,7630.0,0.0,0.0,6156.0,615600.0,365.0,365.0,0.0,1.0,7.0,8688.98,9274.0
19,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9976,6902.0,1.0,6902.0,0.0,0.0,5755.0,575500.0,244.0,244.0,0.0,1.0,7.0,8825.48,9445.0
20,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9945,6433.0,1.0,6433.0,0.0,0.0,5535.0,553500.0,282.0,282.0,0.0,1.0,7.0,8821.9,9484.0
21,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9970,6412.0,1.0,6412.0,0.0,0.0,5746.0,574600.0,251.0,251.0,0.0,1.0,7.0,8803.94,9326.0
22,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9981,7795.0,1.0,7795.0,0.0,0.0,6590.0,659000.0,250.0,250.0,0.0,1.0,7.0,8672.22,9160.0
23,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9961,7236.0,1.0,7236.0,0.0,0.0,6440.0,644000.0,343.0,343.0,0.0,1.0,7.0,8674.14,9250.0
24,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9941,6833.0,1.0,6833.0,0.0,0.0,5985.0,598500.0,226.0,226.0,0.0,1.0,7.0,8735.4,9460.0
25,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9851,7603.0,1.0,7603.0,0.0,0.0,5491.0,549100.0,287.0,287.0,0.0,1.0,7.0,8759.6,9390.0
26,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9913,6855.0,1.0,6855.0,0.0,0.0,5813.0,581300.0,201.0,201.0,0.0,1.0,8.0,8688.48,9185.0
27,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9923,7683.0,1.0,7683.0,0.0,0.0,5520.0,552000.0,484.0,484.0,0.0,1.0,7.0,8787.06,9312.0
28,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9942,7187.0,1.0,7187.0,0.0,0.0,6390.0,639000.0,214.0,214.0,0.0,1.0,6.0,8662.54,9281.0
29,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9858,7715.0,1.0,7715.0,0.0,0.0,5624.0,562400.0,182.0,182.0,0.0,1.0,7.0,8700.34,9307.0
30,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9899,7397.0,1.0,7397.0,0.0,0.0,4956.0,495600.0,238.0,238.0,0.0,1.0,7.0,8886.02,9369.0
31,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9994,7572.0,1.0,7572.0,0.0,0.0,5471.0,547100.0,456.0,456.0,0.0,1.0,7.0,8872.9,9483.0
32,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9934,7065.0,1.0,7065.0,0.0,0.0,5821.0,582100.0,504.0,504.0,0.0,1.0,7.0,8715.4,9373.0
33,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9967,7050.0,1.0,7050.0,0.0,0.0,5925.0,592500.0,296.0,296.0,0.0,1.0,7.0,8789.44,9514.0
34,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9982,6752.0,1.0,6752.0,0.0,0.0,5488.0,548800.0,134.0,134.0,0.0,1.0,7.0,8866.68,9431.0
35,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9909,6177.0,1.0,6177.0,0.0,0.0,6584.0,658400.0,278.0,278.0,0.0,1.0,7.0,8579.44,9298.0
36,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9954,8096.0,1.0,8096.0,0.0,0.0,4876.0,487600.0,164.0,164.0,0.0,1.0,8.0,8939.18,9543.0
37,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9942,6932.0,1.0,6932.0,0.0,0.0,5560.0,556000.0,284.0,284.0,0.0,1.0,7.0,8812.94,9261.0
38,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9971,6731.0,1.0,6731.0,0.0,0.0,5962.0,596200.0,459.0,459.0,0.0,1.0,7.0,8764.76,9350.0
39,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9924,7391.0,1.0,7391.0,0.0,0.0,5703.0,570300.0,323.0,323.0,0.0,1.0,7.0,8764.2,9403.0
40,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9859,7016.0,1.0,7016.0,0.0,0.0,4938.0,493800.0,183.0,183.0,0.0,1.0,7.0,8876.84,9353.0
41,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9871,6901.0,1.0,6901.0,0.0,0.0,5692.0,569200.0,191.0,191.0,0.0,1.0,7.0,8737.36,9430.0
42,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9984,6750.0,1.0,6750.0,0.0,0.0,5115.0,511500.0,268.0,268.0,0.0,1.0,8.0,8916.94,9553.0
43,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9953,5956.0,1.0,5956.0,0.0,0.0,6359.0,635900.0,214.0,214.0,0.0,1.0,6.0,8654.34,9315.0
44,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9991,6067.0,1.0,6067.0,0.0,0.0,5926.0,592600.0,384.0,384.0,0.0,1.0,7.0,8804.02,9340.0
45,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9899,6343.0,1.0,6343.0,0.0,0.0,4424.0,442400.0,203.0,203.0,0.0,1.0,8.0,8990.36,9442.0
46,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9994,6915.0,1.0,6915.0,0.0,0.0,5823.0,582300.0,298.0,298.0,0.0,1.0,6.0,8760.64,9343.0
47,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9896,6315.0,1.0,6315.0,0.0,0.0,5117.0,511700.0,282.0,282.0,0.0,1.0,7.0,8831.68,9295.0
48,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9987,7469.0,1.0,7469.0,0.0,0.0,6181.0,618100.0,451.0,451.0,0.0,1.0,7.0,8770.48,9266.0
49,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9912,7756.0,1.0,7756.0,0.0,0.0,5099.0,509900.0,203.0,203.0,0.0,1.0,8.0,8895.46,9183.0
50,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9968,8269.0,1.0,8269.0,0.0,0.0,5563.0,556300.0,435.0,435.0,0.0,1.0,8.0,8787.86,9227.0
51,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9933,7358.0,1.0,7358.0,0.0,0.0,6734.0,673400.0,105.0,105.0,0.0,1.0,6.0,8608.44,9272.0
52,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9991,5970.0,1.0,5970.0,0.0,0.0,6690.0,669000.0,286.0,286.0,0.0,1.0,7.0,8627.32,9340.0
53,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9991,7507.0,1.0,7507.0,0.0,0.0,5234.0,523400.0,177.0,177.0,0.0,1.0,8.0,8874.18,9390.0
54,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9861,7656.0,1.0,7656.0,0.0,0.0,6462.0,646200.0,163.0,163.0,0.0,1.0,7.0,8529.02,8980.0
55,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9987,7479.0,1.0,7479.0,0.0,0.0,5627.0,562700.0,658.0,658.0,0.0,1.0,7.0,8820.8,9440.0
56,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9832,7359.0,1.0,7359.0,0.0,0.0,4791.0,479100.0,388.0,388.0,0.0,1.0,8.0,8810.98,9211.0
57,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9895,6339.0,1.0,6339.0,0.0,0.0,5703.0,570300.0,296.0,296.0,0.0,1.0,7.0,8737.16,9234.0
58,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9980,6924.0,1.0,6924.0,0.0,0.0,5500.0,550000.0,137.0,137.0,0.0,1.0,7.0,8863.5,9389.0
59,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9982,7440.0,1.0,7440.0,0.0,0.0,5900.0,590000.0,241.0,241.0,0.0,1.0,7.0,8769.28,9381.0
60,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9974,7146.0,1.0,7146.0,0.0,0.0,5385.0,538500.0,192.0,192.0,0.0,1.0,7.0,8856.7,9353.0
61,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9889,6992.0,1.0,6992.0,0.0,0.0,5822.0,582200.0,219.0,219.0,0.0,1.0,7.0,8700.82,9365.0
62,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9991,7526.0,1.0,7526.0,0.0,0.0,6243.0,624300.0,284.0,284.0,0.0,1.0,7.0,8751.46,9294.0
