DCOP,Perfect Communication,Timestamp Use,Message Lost Prob,k,Algorithm,k algo,Iteration,Global View Cost,Monotonicy,Agent View Cost,Global Anytime Cost,Value Assignmnet Counter,Msgs Counter Arrive,Msgs Counter Deliver,Global View Cost Agent Zero,Agent View Cost Agent Zero,Abs Delta Global and POV,Percent Agents With Colors,Number of Colors,Average Idle Time,Max Idle Time
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,3800,7088.45,1.0,7091.17,0.0,0.0,12040.75,21882.7,276.74,276.59,3.16,1.0,7.04,3257.172200000001,3512.16
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,3900,7083.75,1.0,7085.33,0.0,0.0,12351.12,22446.7,276.46,277.22,3.41,1.0,7.04,3339.8210000000017,3593.71
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,4000,7080.45,1.0,7082.88,0.0,0.0,12682.4,23045.7,276.46,277.29,3.59,1.0,7.04,3434.908199999999,3702.77
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,4100,7078.16,1.0,7079.365,0.0,0.0,12970.86,23568.9,276.8,276.46,2.305,1.0,7.04,3516.488000000001,3787.79
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,4200,7077.8,1.0,7077.44,0.0,0.0,13275.35,24121.8,276.8,276.8,0.96,1.0,7.04,3601.5991999999997,3883.31
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,4300,7075.66,1.0,7076.36,0.0,0.0,13604.8,24719.6,277.21,277.27,1.28,1.0,7.04,3699.1736,3980.1
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,4400,7074.13,1.0,7074.845,0.0,0.0,13910.11,25275.0,276.55,276.5,2.235,1.0,7.04,3793.881600000001,4074.96
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,4500,7073.09,1.0,7073.66,0.0,0.0,14199.05,25801.2,276.38,276.55,0.65,1.0,7.04,3875.4404000000004,4165.76
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,4600,7072.58,1.0,7073.25,0.0,0.0,14509.37,26364.8,276.57,276.55,1.0,1.0,7.04,3964.938799999999,4258.29
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,4700,7070.63,1.0,7070.93,0.0,0.0,14812.67,26920.8,277.44,276.57,1.2,1.0,7.04,4054.2361999999994,4353.24
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,4800,7068.24,1.0,7069.3,0.0,0.0,15122.69,27485.4,276.8,277.07,1.25,1.0,7.04,4138.057799999999,4441.37
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,4900,7067.25,1.0,7067.505,0.0,0.0,15430.69,28044.3,276.8,277.0,1.715,1.0,7.04,4223.612199999999,4536.98
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,5000,7065.18,1.0,7065.425,0.0,0.0,15752.76,28630.9,276.77,276.77,1.285,1.0,7.04,4321.4097999999985,4639.92
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,5100,7065.18,1.0,7065.425,0.0,0.0,16058.85,29190.9,276.77,276.77,0.455,1.0,7.04,4412.674000000001,4736.62
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,5200,7065.12,1.0,7064.98,0.0,0.0,16383.33,29777.2,276.77,276.77,0.62,1.0,7.04,4508.4277999999995,4831.71
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,5300,7064.88,1.0,7064.69,0.0,0.0,16645.94,30252.8,277.48,276.77,0.35,1.0,7.04,4581.6035999999995,4915.02
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,5400,7064.82,1.0,7064.905,0.0,0.0,16951.14,30812.9,277.48,277.48,0.085,1.0,7.04,4677.102200000001,5024.07
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,5500,7064.36,1.0,7064.59,0.0,0.0,17277.27,31404.5,277.7,277.48,0.23,1.0,7.04,4771.698000000001,5111.76
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,5600,7063.55,0.99,7064.07,0.0,0.0,17597.8,31988.3,276.87,276.65,0.54,1.0,7.04,4860.838599999998,5209.35
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,5700,7062.76,1.0,7062.995,0.0,0.0,17917.62,32569.5,276.87,276.87,0.545,1.0,7.04,4952.503199999999,5316.45
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,5800,7062.76,1.0,7062.43,0.0,0.0,18243.85,33159.1,276.87,276.87,0.33,1.0,7.04,5043.844599999999,5404.86
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,5900,7062.76,1.0,7062.76,0.0,0.0,18537.11,33695.3,276.87,276.87,0.0,1.0,7.04,5130.116199999999,5491.74
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,6000,7062.76,1.0,7062.76,0.0,0.0,18861.81,34284.8,276.87,276.87,0.0,1.0,7.04,5222.808799999999,5591.54
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,6100,7062.66,1.0,7062.71,0.0,0.0,19142.72,34795.7,276.87,276.87,0.05,1.0,7.04,5308.1,5686.05
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,6200,7062.45,1.0,7062.555,0.0,0.0,19446.66,35343.0,276.87,276.87,0.105,1.0,7.04,5393.6332,5775.95
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,6300,7062.45,1.0,7062.645,0.0,0.0,19749.46,35896.1,276.16,276.16,0.195,1.0,7.04,5483.9414,5866.03
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,6400,7062.45,1.0,7062.765,0.0,0.0,20049.97,36442.0,276.16,276.16,0.315,1.0,7.04,5573.929800000001,5964.86
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,6500,7062.45,1.0,7062.38,0.0,0.0,20361.81,37010.1,276.16,276.16,0.07,1.0,7.04,5663.227800000001,6074.33
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,6600,7062.45,1.0,7062.45,0.0,0.0,20713.37,37653.3,276.16,276.16,0.0,1.0,7.04,5760.522199999999,6167.22
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,6700,7061.97,1.0,7062.245,0.0,0.0,21030.98,38233.0,276.16,276.16,0.275,1.0,7.04,5845.141000000002,6248.31
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,6800,7061.58,1.0,7061.14,0.0,0.0,21319.69,38759.7,276.34,276.34,0.44,1.0,7.04,5927.470199999999,6335.05
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,6900,7061.58,1.0,7061.58,0.0,0.0,21641.52,39340.8,276.34,276.34,0.0,1.0,7.04,6017.568599999999,6440.12
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,7000,7061.58,1.0,7061.58,0.0,0.0,21936.59,39873.1,276.34,276.34,0.0,1.0,7.04,6104.6795999999995,6526.83
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,7100,7061.58,1.0,7061.58,0.0,0.0,22257.63,40456.3,276.34,276.34,0.0,1.0,7.04,6196.786000000001,6620.67
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,7200,7061.65,0.99,7061.6,0.0,0.0,22521.47,40936.4,277.05,277.05,0.09,1.0,7.04,6276.165999999998,6707.76
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,7300,7061.58,1.0,7061.7,0.0,0.0,22850.59,41533.1,277.05,277.05,0.12,1.0,7.04,6369.997999999998,6809.71
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,7400,7061.58,1.0,7061.58,0.0,0.0,23157.26,42091.7,277.05,277.05,0.0,1.0,7.04,6462.446399999999,6911.71
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,7500,7061.58,1.0,7061.46,0.0,0.0,23504.45,42718.1,277.05,277.05,0.12,1.0,7.04,6556.547800000001,7010.85
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,7600,7061.58,1.0,7061.58,0.0,0.0,23813.28,43281.2,277.05,277.05,0.0,1.0,7.04,6643.147400000003,7108.77
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,7700,7061.58,1.0,7061.58,0.0,0.0,24139.89,43873.4,277.05,277.05,0.0,1.0,7.04,6736.195199999999,7196.18
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,7800,7061.58,1.0,7061.58,0.0,0.0,24436.46,44412.0,277.05,277.05,0.0,1.0,7.04,6819.4047999999975,7290.25
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,7900,7061.58,1.0,7061.475,0.0,0.0,24733.76,44951.8,277.05,277.05,0.105,1.0,7.04,6904.839599999999,7375.68
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,8000,7061.58,1.0,7061.56,0.0,0.0,25045.3,45520.4,277.05,277.05,0.02,1.0,7.04,6994.952400000001,7464.05
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,8100,7061.58,1.0,7061.49,0.0,0.0,25348.9,46072.1,277.05,277.05,0.09,1.0,7.04,7077.302200000002,7571.42
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,8200,7061.58,1.0,7061.58,0.0,0.0,25646.98,46614.2,277.05,277.05,0.0,1.0,7.04,7163.977999999998,7673.22
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,8300,7061.58,1.0,7061.89,0.0,0.0,25976.72,47210.8,276.34,277.05,0.31,1.0,7.04,7260.625599999999,7766.65
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,8400,7061.58,1.0,7061.58,0.0,0.0,26305.83,47809.5,276.34,276.34,0.0,1.0,7.04,7353.835799999998,7864.99
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,8500,7061.58,1.0,7061.58,0.0,0.0,26610.27,48364.2,276.34,276.34,0.0,1.0,7.04,7440.2878,7942.51
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,8600,7061.58,1.0,7061.58,0.0,0.0,26930.57,48951.2,276.34,276.34,0.0,1.0,7.04,7528.542,8053.66
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,8700,7061.58,1.0,7061.58,0.0,0.0,27217.16,49470.7,276.34,276.34,0.0,1.0,7.04,7611.700199999999,8142.43
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,8800,7061.58,1.0,7061.58,0.0,0.0,27532.89,50044.7,276.34,276.34,0.0,1.0,7.04,7703.654599999997,8226.89
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,8900,7061.58,1.0,7061.615,0.0,0.0,27826.67,50579.5,276.34,276.34,0.035,1.0,7.04,7788.424799999996,8324.18
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,9000,7061.58,1.0,7061.46,0.0,0.0,28151.66,51169.0,276.34,276.34,0.12,1.0,7.04,7881.8629999999985,8438.15
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,9100,7061.58,1.0,7061.58,0.0,0.0,28463.58,51736.3,276.34,276.34,0.0,1.0,7.04,7970.694999999999,8524.43
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,9200,7061.58,1.0,7061.74,0.0,0.0,28786.48,52324.6,277.05,277.05,0.16,1.0,7.04,8064.7126,8628.91
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,9300,7061.58,1.0,7061.58,0.0,0.0,29080.71,52859.3,277.05,277.05,0.0,1.0,7.04,8146.7224,8710.29
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,9400,7061.58,1.0,7061.58,0.0,0.0,29377.76,53401.6,277.05,277.05,0.0,1.0,7.04,8230.8286,8802.19
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,9500,7061.58,1.0,7061.58,0.0,0.0,29684.13,53961.2,277.05,277.05,0.0,1.0,7.04,8316.906199999996,8892.35
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,9600,7061.58,1.0,7061.58,0.0,0.0,30015.54,54563.6,277.05,277.05,0.0,1.0,7.04,8414.430999999997,9014.66
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,9700,7061.58,1.0,7061.57,0.0,0.0,30300.84,55081.0,277.05,277.05,0.01,1.0,7.04,8498.141199999995,9086.36
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,9800,7061.58,1.0,7061.58,0.0,0.0,30616.82,55655.3,277.05,277.05,0.0,1.0,7.04,8589.834199999998,9190.0
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,10,CAMDLS Naive,0,9900,7061.58,1.0,7061.58,0.0,0.0,30918.3,56203.5,277.05,277.05,0.0,1.0,7.04,8675.746399999998,9272.95
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,0,NaN,1.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,NaN,0.10219999999999996,1.0,0.0,0.0
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,100,NaN,1.0,NaN,0.0,0.0,150.08,750.4,NaN,58.7,NaN,0.3882,4.01,42.488,75.4
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,200,NaN,1.0,NaN,0.0,0.0,223.2,1116.0,NaN,100.78,NaN,0.5414,4.87,110.63799999999998,167.4
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,300,NaN,1.0,NaN,0.0,0.0,281.43,1407.15,328.5,136.01,NaN,0.6595999999999997,5.37,186.43400000000003,260.5
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,400,NaN,1.0,NaN,0.0,0.0,336.54,1682.7,227.91666666666666,167.37,NaN,0.7699999999999999,5.95,267.27099999999996,356.0
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,500,NaN,1.0,NaN,0.0,0.0,380.02,1900.1,232.82608695652175,196.49,NaN,0.8516000000000002,6.34,345.6791999999999,447.0
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,600,7110.4,1.0,6769.545454545455,0.0,0.0,424.02,2120.1,258.2682926829268,226.42,323.4,0.9104000000000001,6.62,429.6494,543.1
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,700,7314.6,1.0,7139.612903225807,0.0,0.0,468.1,2340.5,265.32835820895525,247.4,196.65,0.9505999999999999,6.81,517.8765999999998,640.94
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,800,7427.9473684210525,1.0,7321.466101694915,0.0,0.0,515.85,2579.25,264.0,257.82,130.3859649122807,0.9784,6.94,609.3789999999999,737.91
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,900,7498.846153846154,1.0,7432.126506024097,0.0,0.0,561.24,2806.2,270.63829787234044,264.24,116.42307692307692,0.9921999999999999,7.0,692.779,823.15
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,1000,7522.033707865168,1.0,7508.747311827957,0.0,0.0,612.5,3062.5,272.7551020408163,267.29,76.00561797752809,0.9968,7.02,782.0522,909.91
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,1100,7504.244680851064,0.99,7513.447916666667,0.0,0.0,668.27,3341.35,274.5408163265306,270.39,51.03191489361702,0.9983999999999998,7.04,876.6519999999997,1006.97
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,1200,7469.377551020408,0.98,7482.418367346939,0.0,0.0,725.55,3627.75,278.93939393939394,272.8,34.96938775510204,0.9992,7.04,966.7969999999998,1091.09
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,1300,7441.0,0.98,7453.625,0.0,0.0,789.22,3946.1,278.96,277.33,36.275,1.0,7.04,1064.4346,1190.21
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,1400,7395.54,0.95,7409.265,0.0,0.0,843.89,4219.45,277.75,276.61,23.955,1.0,7.04,1151.8444000000002,1280.33
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,1500,7366.27,1.0,7373.78,0.0,0.0,900.31,4501.55,278.3,277.24,18.65,1.0,7.04,1242.7632000000003,1374.3
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,1600,7326.94,0.98,7338.445,0.0,0.0,953.75,4768.75,278.2,276.59,18.885,1.0,7.04,1328.6317999999999,1459.9
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,1700,7302.77,0.99,7310.385,0.0,0.0,1013.14,5065.7,281.52,277.69,14.525,1.0,7.04,1423.4983999999997,1558.21
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,1800,7287.83,1.0,7291.225,0.0,0.0,1068.84,5344.2,280.01,280.06,9.625,1.0,7.04,1512.5098,1652.22
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,1900,7272.23,1.0,7278.41,0.0,0.0,1119.61,5598.05,280.81,280.16,12.0,1.0,7.04,1593.5286,1736.93
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,2000,7252.77,1.0,7261.505,0.0,0.0,1180.3,5901.5,280.41,279.63,11.205,1.0,7.04,1689.7190000000005,1836.49
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,2100,7233.62,1.0,7242.48,0.0,0.0,1233.05,6165.25,281.78,279.58,12.61,1.0,7.04,1770.3230000000005,1916.88
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,2200,7215.64,1.0,7222.645,0.0,0.0,1294.54,6472.7,282.05,279.89,12.325,1.0,7.04,1865.2631999999999,2020.97
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,2300,7201.13,1.0,7207.385,0.0,0.0,1347.99,6739.95,280.33,282.48,10.995,1.0,7.04,1951.2391999999993,2113.6
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,2400,7187.88,0.98,7191.565,0.0,0.0,1404.12,7020.6,279.43,279.98,7.785,1.0,7.04,2039.8048000000008,2203.12
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,2500,7178.31,1.0,7179.575,0.0,0.0,1463.72,7318.6,278.04,279.11,5.885,1.0,7.04,2131.4669999999996,2300.87
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,2600,7165.46,1.0,7170.365,0.0,0.0,1519.08,7595.4,277.29,278.12,7.325,1.0,7.04,2221.0868,2394.66
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,2700,7154.31,1.0,7157.36,0.0,0.0,1571.25,7856.25,276.99,276.86,6.51,1.0,7.04,2303.3516,2488.66
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,2800,7141.76,1.0,7147.695,0.0,0.0,1627.74,8138.7,276.96,276.94,8.895,1.0,7.04,2393.0651999999995,2582.06
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,2900,7132.55,0.99,7136.64,0.0,0.0,1687.9,8439.5,277.72,277.44,6.83,1.0,7.04,2489.8587999999995,2677.43
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,3000,7125.55,0.99,7128.325,0.0,0.0,1740.49,8702.45,277.32,277.72,5.555,1.0,7.04,2572.1191999999996,2764.13
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,3100,7117.34,0.99,7119.12,0.0,0.0,1797.26,8986.3,276.9,277.32,4.43,1.0,7.04,2659.8032000000003,2858.31
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,3200,7111.97,1.0,7114.965,0.0,0.0,1853.78,9268.9,275.72,277.17,4.345,1.0,7.04,2747.1843999999996,2949.71
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,3300,7106.3,1.0,7108.485,0.0,0.0,1909.07,9545.35,276.18,275.14,3.195,1.0,7.04,2834.4450000000006,3045.9
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,3400,7103.1,1.0,7106.055,0.0,0.0,1966.08,9830.4,276.17,276.3,3.115,1.0,7.04,2926.073,3144.06
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,3500,7098.28,0.99,7100.965,0.0,0.0,2026.94,10134.7,276.17,276.29,2.805,1.0,7.04,3023.4618000000005,3245.63
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,3600,7095.4,1.0,7096.69,0.0,0.0,2082.52,10412.6,275.91,276.17,2.74,1.0,7.04,3110.5068000000006,3336.04
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,3700,7093.03,1.0,7094.375,0.0,0.0,2135.68,10678.4,276.59,275.91,1.885,1.0,7.04,3193.8521999999994,3422.99
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,3800,7090.01,1.0,7091.345,0.0,0.0,2191.15,10955.75,276.67,276.31,2.085,1.0,7.04,3284.5422000000003,3521.38
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,3900,7083.58,1.0,7085.44,0.0,0.0,2246.75,11233.75,276.67,276.67,3.45,1.0,7.04,3368.377000000001,3605.11
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,4000,7079.93,1.0,7081.785,0.0,0.0,2305.25,11526.25,276.65,276.67,3.265,1.0,7.04,3458.8304000000003,3698.75
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,4100,7078.62,1.0,7079.52,0.0,0.0,2358.24,11791.2,276.8,276.8,0.95,1.0,7.04,3542.440000000002,3796.72
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,4200,7077.57,0.99,7077.63,0.0,0.0,2417.19,12085.95,276.18,276.8,0.59,1.0,7.04,3636.9035999999996,3900.28
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,4300,7075.86,1.0,7076.5,0.0,0.0,2478.7,12393.5,276.59,276.09,0.64,1.0,7.04,3734.6298000000006,3999.99
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,4400,7074.69,1.0,7074.735,0.0,0.0,2529.38,12646.9,276.59,276.55,0.605,1.0,7.04,3815.312,4085.4
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,4500,7073.19,1.0,7073.35,0.0,0.0,2580.68,12903.4,276.59,276.59,1.28,1.0,7.04,3895.560600000001,4176.11
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,4600,7070.6,1.0,7070.555,0.0,0.0,2642.85,13214.25,276.57,276.38,1.215,1.0,7.04,3995.8175999999985,4273.93
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,4700,7069.89,1.0,7070.74,0.0,0.0,2696.32,13481.6,276.57,276.38,1.06,1.0,7.04,4081.155800000001,4368.09
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,4800,7068.48,1.0,7069.11,0.0,0.0,2756.37,13781.85,276.57,276.57,0.63,1.0,7.04,4170.932400000002,4462.03
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,4900,7067.37,1.0,7067.96,0.0,0.0,2812.62,14063.1,276.8,277.44,0.89,1.0,7.04,4258.209999999999,4553.09
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,5000,7066.31,1.0,7066.685,0.0,0.0,2866.07,14330.35,276.77,277.0,1.005,1.0,7.04,4342.324,4651.74
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,5100,7065.38,1.0,7066.35,0.0,0.0,2921.14,14605.7,276.77,276.77,1.01,1.0,7.04,4429.441999999999,4735.14
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,5200,7065.02,1.0,7065.47,0.0,0.0,2980.92,14904.6,276.77,276.77,0.45,1.0,7.04,4523.901800000002,4837.75
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,5300,7064.88,1.0,7064.78,0.0,0.0,3028.92,15144.6,277.48,277.48,0.57,1.0,7.04,4602.7494000000015,4923.22
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,5400,7064.88,1.0,7065.095,0.0,0.0,3087.27,15436.35,277.48,277.48,0.215,1.0,7.04,4700.6224,5031.77
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,5500,7064.82,1.0,7064.765,0.0,0.0,3144.75,15723.75,277.7,277.48,0.405,1.0,7.04,4793.408600000001,5123.39
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,5600,7064.13,1.0,7064.245,0.0,0.0,3202.11,16010.55,276.87,277.02,0.575,1.0,7.04,4882.157200000001,5216.25
